house,bravery_score,wisdom_score,ambition_score,loyalty_score,leadership,impulsiveness,justice_oriented,risk_taking,bravery_loyalty_ratio,wisdom_ambition_ratio,leadership_potential,moral_flexibility,calculated_thinking,courage_type,gryffindor_composite,hufflepuff_composite,ravenclaw_composite,slytherin_composite
Hufflepuff,6,6,3,8,4,4,7,4,0.7407407407407408,1.9354838709677418,4.333333333333333,3,6.0,2.4,6.35,7.25,4.999999999999999,3.85
Ravenclaw,4,9,8,7,6,4,8,6,0.5633802816901409,1.1111111111111112,6.0,2,7.5,2.4,6.15,6.100000000000001,7.825,6.5
Slytherin,6,8,8,7,9,5,6,5,0.8450704225352114,0.9876543209876544,7.666666666666667,4,6.5,3.0,6.05,5.450000000000001,7.825,7.45
Ravenclaw,6,9,10,8,7,2,8,6,0.7407407407407408,0.8910891089108911,7.666666666666667,2,8.5,3.6,7.0,6.4,8.675,7.45
Hufflepuff,5,7,2,9,5,4,9,5,0.5494505494505495,3.333333333333333,4.0,1,6.5,2.5,7.0,8.35,5.475,3.5500000000000003
Gryffindor,7,6,8,7,8,6,10,10,0.9859154929577465,0.7407407407407408,7.666666666666667,0,5.0,7.0,8.35,6.300000000000001,6.549999999999999,6.0
Gryffindor,9,8,9,7,7,8,7,7,1.267605633802817,0.8791208791208791,8.333333333333334,3,5.0,6.3,7.6,5.050000000000001,7.25,7.1
Gryffindor,8,8,8,7,10,6,7,9,1.1267605633802817,0.9876543209876544,8.666666666666666,3,6.0,7.2,7.7,5.550000000000001,7.9,7.5
Gryffindor,10,6,5,9,7,9,9,9,1.098901098901099,1.1764705882352942,7.333333333333333,1,3.5,9.0,9.3,7.0,5.375,4.9
Slytherin,7,8,9,7,9,6,5,8,0.9859154929577465,0.8791208791208791,8.333333333333334,5,6.0,5.6,6.699999999999999,4.8500000000000005,7.8999999999999995,8.0
Hufflepuff,4,7,5,8,6,2,9,6,0.4938271604938272,1.3725490196078431,5.0,1,7.5,2.4,6.65,7.65,6.5249999999999995,4.8500000000000005
Hufflepuff,5,7,4,10,5,5,9,5,0.49504950495049505,1.707317073170732,4.666666666666667,1,6.0,2.5,7.25,8.2,5.75,4.25
Slytherin,7,7,8,7,10,3,7,7,0.9859154929577465,0.8641975308641976,8.333333333333334,3,7.0,4.9,7.0,6.000000000000001,7.799999999999999,7.300000000000001
Ravenclaw,5,7,9,5,7,3,5,6,0.9803921568627452,0.7692307692307693,7.0,5,7.0,3.0,5.2,4.5,7.3999999999999995,7.300000000000001
Hufflepuff,7,8,5,10,6,6,8,4,0.6930693069306931,1.5686274509803924,6.0,2,6.0,2.8,7.3999999999999995,7.6,6.5,5.25
Gryffindor,8,8,9,4,9,7,8,7,1.9512195121951221,0.8791208791208791,8.666666666666666,2,5.5,5.6,6.800000000000001,4.25,7.7749999999999995,7.4
Slytherin,8,7,8,5,8,6,3,8,1.5686274509803924,0.8641975308641976,8.0,7,5.5,6.4,6.0,3.75,7.025,7.6000000000000005
Hufflepuff,5,7,5,8,5,4,6,3,0.617283950617284,1.3725490196078431,5.0,4,6.5,1.5,5.6,6.6,6.074999999999999,5.2
Hufflepuff,7,8,4,8,6,4,9,3,0.8641975308641976,1.9512195121951221,5.666666666666667,1,7.0,2.1,6.949999999999999,7.550000000000001,6.55,4.7
Ravenclaw,7,10,6,6,4,3,7,5,1.1475409836065575,1.639344262295082,5.666666666666667,3,8.5,3.5,6.35,6.0,7.625,5.699999999999999
Gryffindor,9,6,7,9,8,8,10,9,0.989010989010989,0.8450704225352114,8.0,0,4.0,8.1,9.25,6.999999999999999,6.1,5.6499999999999995
Gryffindor,8,4,8,7,10,9,6,10,1.1267605633802817,0.4938271604938272,8.666666666666666,4,2.5,8.0,7.65,4.850000000000001,5.625,6.8999999999999995
Ravenclaw,7,8,7,6,4,3,5,6,1.1475409836065575,1.1267605633802817,6.0,5,7.5,4.2,6.05,5.3,6.875,6.05
Hufflepuff,6,5,4,8,7,5,6,6,0.7407407407407408,1.2195121951219514,5.666666666666667,4,5.0,3.6,6.5,6.65,5.2,4.95
Hufflepuff,7,8,3,10,6,2,8,6,0.6930693069306931,2.5806451612903225,5.333333333333333,2,8.0,4.2,7.8,8.6,6.6000000000000005,4.550000000000001
Hufflepuff,4,7,4,9,6,5,9,3,0.43956043956043955,1.707317073170732,4.666666666666667,1,6.0,1.2,6.300000000000001,7.8,5.95,4.5
Ravenclaw,3,8,6,6,6,2,7,5,0.49180327868852464,1.3114754098360657,5.0,3,8.0,1.5,5.15,6.15,7.2,5.799999999999999
Slytherin,8,9,8,4,9,3,3,7,1.9512195121951221,1.1111111111111112,8.333333333333334,7,8.0,5.6,5.550000000000001,3.8,8.55,8.25
Slytherin,8,8,10,6,8,6,4,6,1.3114754098360657,0.7920792079207921,8.666666666666666,6,6.0,4.8,6.1000000000000005,4.0,7.9,8.3
Slytherin,5,8,10,5,7,3,7,8,0.9803921568627452,0.7920792079207921,7.333333333333333,3,7.5,4.0,6.1,4.8,8.075,7.449999999999999
Gryffindor,10,8,5,6,8,7,10,10,1.639344262295082,1.5686274509803924,7.666666666666667,0,5.5,10.0,9.0,6.3500000000000005,6.775,5.35
Hufflepuff,6,6,5,8,6,5,6,3,0.7407407407407408,1.1764705882352942,5.666666666666667,4,5.5,1.8,5.9,6.45,5.675,5.25
Slytherin,5,7,10,7,9,3,7,7,0.7042253521126761,0.6930693069306931,8.0,3,7.0,3.5,6.4,5.6000000000000005,7.999999999999999,7.75
Gryffindor,10,8,8,7,7,7,10,10,1.4084507042253522,0.9876543209876544,8.333333333333334,0,5.5,10.0,9.25,6.150000000000001,7.175000000000001,6.15
Hufflepuff,4,7,6,7,6,5,6,5,0.5633802816901409,1.1475409836065575,5.333333333333333,4,6.0,2.0,5.45,5.8500000000000005,6.3500000000000005,5.8
Gryffindor,9,8,7,6,8,6,7,9,1.4754098360655739,1.1267605633802817,8.0,3,6.0,8.1,7.749999999999999,5.35,7.300000000000001,6.649999999999999
Gryffindor,8,7,9,7,9,6,10,8,1.1267605633802817,0.7692307692307693,8.666666666666666,0,5.5,6.4,8.25,6.1000000000000005,7.425,6.800000000000001
Gryffindor,10,4,8,6,8,9,9,10,1.639344262295082,0.4938271604938272,8.666666666666666,1,2.5,10.0,8.75,5.200000000000001,5.225,5.8
Ravenclaw,6,10,7,7,7,2,8,8,0.8450704225352114,1.4084507042253522,6.666666666666667,2,9.0,4.8,7.15,6.6000000000000005,8.55,6.6
Hufflepuff,6,5,2,10,3,1,8,2,0.594059405940594,2.380952380952381,3.6666666666666665,2,7.0,1.2,6.7,8.95,4.5,2.85
Gryffindor,8,7,6,8,10,8,9,7,0.9876543209876544,1.1475409836065575,8.0,1,4.5,5.6,8.05,6.55,6.775,6.2
Gryffindor,9,8,8,8,6,6,7,10,1.1111111111111112,0.9876543209876544,7.666666666666667,3,6.0,9.0,8.45,5.95,7.1000000000000005,6.5
Gryffindor,10,6,7,8,9,7,10,6,1.234567901234568,0.8450704225352114,8.666666666666666,0,4.5,6.0,8.7,6.750000000000001,6.425,5.8999999999999995
Gryffindor,7,6,5,9,6,7,8,8,0.7692307692307693,1.1764705882352942,6.0,2,4.5,5.6,7.949999999999999,7.05,5.425,4.8500000000000005
Ravenclaw,4,9,8,6,8,3,7,4,0.6557377049180328,1.1111111111111112,6.666666666666667,3,8.0,1.6,5.25,5.6000000000000005,8.35,7.199999999999999
Slytherin,6,9,8,4,10,7,4,6,1.4634146341463417,1.1111111111111112,8.0,6,6.0,3.6,5.0,3.45,8.25,8.3
Slytherin,7,8,8,7,10,5,3,5,0.9859154929577465,0.9876543209876544,8.333333333333334,7,6.5,3.5,5.6,4.7,8.025,8.3
Slytherin,7,8,10,5,7,3,7,7,1.3725490196078431,0.7920792079207921,8.0,3,7.5,4.9,6.5,4.8,8.075,7.449999999999999
Slytherin,7,8,10,7,9,2,6,8,0.9859154929577465,0.7920792079207921,8.666666666666666,4,8.0,5.6,6.949999999999999,5.500000000000001,8.6,8.15
Hufflepuff,6,5,5,10,5,4,6,3,0.594059405940594,0.9803921568627452,5.333333333333333,4,5.5,1.8,6.4,7.4,5.125,4.8
Slytherin,5,6,10,4,9,5,4,5,1.2195121951219514,0.594059405940594,8.0,6,5.5,2.5,4.5,3.35,7.2749999999999995,8.15
Slytherin,7,5,10,5,8,6,8,5,1.3725490196078431,0.49504950495049505,8.333333333333334,2,4.5,3.5,6.35,4.6,6.475,6.9
Ravenclaw,5,7,9,5,5,5,5,8,0.9803921568627452,0.7692307692307693,6.333333333333333,5,6.0,4.0,5.6,4.2,6.75,6.800000000000001
Slytherin,7,6,8,4,8,4,5,5,1.707317073170732,0.7407407407407408,7.666666666666667,5,6.0,3.5,5.35,4.15,6.799999999999999,7.0
Slytherin,6,9,9,7,8,5,7,7,0.8450704225352114,0.989010989010989,7.666666666666667,3,7.0,4.2,6.7,5.500000000000001,8.3,7.550000000000001
Hufflepuff,5,5,3,8,6,4,9,3,0.617283950617284,1.6129032258064515,4.666666666666667,1,5.5,1.5,6.35,7.75,4.925000000000001,3.75
Slytherin,7,9,9,7,10,4,7,5,0.9859154929577465,0.989010989010989,8.666666666666666,3,7.5,3.5,6.6,5.65,8.825,8.05
Hufflepuff,7,6,5,10,5,3,6,1,0.6930693069306931,1.1764705882352942,5.666666666666667,4,6.5,0.7,6.3,7.55,5.725,5.0
Slytherin,6,9,8,5,9,5,5,9,1.1764705882352942,1.1111111111111112,7.666666666666667,5,7.0,5.4,6.1,4.4,8.3,7.85
Hufflepuff,5,7,5,10,4,4,9,3,0.49504950495049505,1.3725490196078431,4.666666666666667,1,6.5,1.5,6.85,8.15,5.874999999999999,4.3500000000000005
Hufflepuff,7,5,6,9,3,2,6,4,0.7692307692307693,0.819672131147541,5.333333333333333,4,6.5,2.8,6.6499999999999995,7.1,5.175000000000001,4.6499999999999995
Hufflepuff,7,5,6,9,1,5,8,7,0.7692307692307693,0.819672131147541,4.666666666666667,2,5.0,4.9,7.75,7.1499999999999995,4.4,3.7499999999999996
Ravenclaw,7,10,10,7,5,5,8,5,0.9859154929577465,0.9900990099009901,7.333333333333333,2,7.5,3.5,6.85,5.550000000000001,8.375,7.15
Gryffindor,8,5,5,6,9,9,10,9,1.3114754098360657,0.9803921568627452,7.333333333333333,0,3.0,7.2,8.200000000000001,6.050000000000001,5.3,5.0
Hufflepuff,5,8,4,8,4,4,8,4,0.617283950617284,1.9512195121951221,4.333333333333333,2,7.0,2.0,6.3,7.300000000000001,6.1499999999999995,4.4
Gryffindor,10,6,9,8,8,9,8,8,1.234567901234568,0.6593406593406593,9.0,2,3.5,8.0,8.6,5.550000000000001,6.375,6.750000000000001
Ravenclaw,5,9,6,7,5,3,7,7,0.7042253521126761,1.4754098360655739,5.333333333333333,3,8.0,3.5,6.4,6.4,7.3500000000000005,5.75
Ravenclaw,4,9,8,8,5,2,7,6,0.4938271604938272,1.1111111111111112,5.666666666666667,3,8.5,2.4,6.15,6.550000000000001,7.875,6.449999999999999
Gryffindor,9,5,7,8,6,9,9,7,1.1111111111111112,0.7042253521126761,7.333333333333333,1,3.0,6.3,8.35,6.200000000000001,5.1000000000000005,5.1499999999999995
Gryffindor,9,7,9,6,8,8,10,9,1.4754098360655739,0.7692307692307693,8.666666666666666,0,4.5,8.1,8.5,5.4,6.975,6.550000000000001
Gryffindor,7,5,8,8,9,7,8,9,0.8641975308641976,0.617283950617284,8.0,2,4.0,6.3,7.8999999999999995,6.050000000000001,6.1499999999999995,6.45
Slytherin,5,8,9,2,10,4,3,8,2.380952380952381,0.8791208791208791,8.0,7,7.0,4.0,4.35,2.65,8.35,8.65
Slytherin,6,8,9,5,7,4,5,7,1.1764705882352942,0.8791208791208791,7.333333333333333,5,7.0,4.2,5.7,4.35,7.75,7.5
Hufflepuff,7,8,5,10,3,5,5,4,0.6930693069306931,1.5686274509803924,5.0,5,6.5,2.8,6.6499999999999995,7.0,6.025,5.1
Ravenclaw,3,8,7,8,7,2,7,7,0.3703703703703704,1.1267605633802817,5.666666666666667,3,8.0,2.1,6.050000000000001,6.750000000000001,7.6000000000000005,6.399999999999999
Gryffindor,9,6,9,7,10,9,8,8,1.267605633802817,0.6593406593406593,9.333333333333334,2,3.5,7.2,8.049999999999999,5.150000000000001,6.7749999999999995,7.250000000000001
Hufflepuff,7,5,5,9,5,5,8,3,0.7692307692307693,0.9803921568627452,5.666666666666667,2,5.0,2.1,6.949999999999999,7.35,5.0,4.4
Ravenclaw,6,6,9,5,4,3,3,7,1.1764705882352942,0.6593406593406593,6.333333333333333,7,6.5,4.2,5.2,4.0,6.324999999999999,6.750000000000001
Gryffindor,7,5,8,6,9,9,10,9,1.1475409836065575,0.617283950617284,8.0,0,3.0,6.3,7.8999999999999995,5.450000000000001,5.8999999999999995,6.05
Hufflepuff,4,5,6,9,6,4,6,7,0.43956043956043955,0.819672131147541,5.333333333333333,4,5.5,2.8,6.3500000000000005,6.799999999999999,5.525,5.3999999999999995
Ravenclaw,4,8,8,6,7,3,4,6,0.6557377049180328,0.9876543209876544,6.333333333333333,6,7.5,2.4,4.9,4.8500000000000005,7.675000000000001,7.3500000000000005
Gryffindor,10,7,9,8,8,8,9,8,1.234567901234568,0.7692307692307693,9.0,1,4.5,8.0,8.85,5.95,6.975,6.750000000000001
Hufflepuff,5,8,4,8,5,5,9,3,0.617283950617284,1.9512195121951221,4.666666666666667,1,6.5,1.5,6.35,7.4,6.225,4.45
Slytherin,8,9,10,4,9,3,5,6,1.9512195121951221,0.8910891089108911,9.0,5,8.0,4.8,5.8500000000000005,3.9000000000000004,8.950000000000001,8.55
Hufflepuff,7,5,6,9,3,5,9,5,0.7692307692307693,0.819672131147541,5.333333333333333,1,5.0,3.5,7.6,7.3999999999999995,4.800000000000001,4.05
Slytherin,6,7,10,8,8,6,3,6,0.7407407407407408,0.6930693069306931,8.0,7,5.5,3.6,5.75,4.55,7.424999999999999,8.3
Gryffindor,10,8,8,10,6,9,8,9,0.9900990099009901,0.9876543209876544,8.0,2,4.5,9.0,9.3,6.550000000000001,6.7250000000000005,6.300000000000001
Ravenclaw,9,8,6,5,10,3,5,4,1.7647058823529413,1.3114754098360657,8.333333333333334,5,7.5,3.6,5.999999999999999,5.1,7.875,7.199999999999999
Gryffindor,9,8,7,7,9,9,9,8,1.267605633802817,1.1267605633802817,8.333333333333334,1,4.5,7.2,8.299999999999999,5.800000000000001,7.125,6.499999999999999
Ravenclaw,7,9,6,5,7,4,6,5,1.3725490196078431,1.4754098360655739,6.666666666666667,4,7.5,3.5,5.85,5.199999999999999,7.625000000000001,6.449999999999999
Slytherin,8,9,9,4,7,3,5,7,1.9512195121951221,0.989010989010989,8.0,5,8.0,5.6,6.050000000000001,4.1000000000000005,8.35,7.7
Ravenclaw,7,10,8,7,7,6,8,5,0.9859154929577465,1.234567901234568,7.333333333333333,2,7.0,3.5,6.85,5.800000000000001,8.25,6.95
Gryffindor,7,4,6,9,9,9,8,10,0.7692307692307693,0.6557377049180328,7.333333333333333,2,2.5,7.0,8.35,6.55,5.025,5.55
Ravenclaw,4,10,7,5,5,2,5,6,0.7843137254901962,1.4084507042253522,5.333333333333333,5,9.0,2.4,4.9,5.05,8.15,6.699999999999999
Slytherin,8,8,9,7,9,4,6,6,1.1267605633802817,0.8791208791208791,8.666666666666666,4,7.0,4.8,6.8500000000000005,5.4,8.15,7.8
Gryffindor,8,8,5,9,7,9,10,7,0.8791208791208791,1.5686274509803924,6.666666666666667,0,4.5,5.6,8.55,7.25,6.325,5.1
Gryffindor,9,6,8,6,6,9,10,8,1.4754098360655739,0.7407407407407408,7.666666666666667,0,3.5,7.2,8.299999999999999,5.450000000000001,5.7749999999999995,5.5
Gryffindor,9,8,7,8,10,9,8,8,1.1111111111111112,1.1267605633802817,8.666666666666666,2,4.5,7.2,8.299999999999999,5.950000000000001,7.325,6.949999999999999
Gryffindor,10,5,7,9,10,6,8,8,1.098901098901099,0.7042253521126761,9.0,2,4.5,8.0,8.85,6.799999999999999,6.275,6.35
Gryffindor,7,8,6,9,8,7,8,8,0.7692307692307693,1.3114754098360657,7.0,2,5.5,5.6,7.949999999999999,6.85,6.975,6.1
Ravenclaw,7,10,9,7,8,2,8,7,0.9859154929577465,1.098901098901099,8.0,2,9.0,4.9,7.25,6.200000000000001,9.15,7.550000000000001
Gryffindor,7,3,5,9,10,7,10,8,0.7692307692307693,0.5882352941176471,7.333333333333333,0,3.0,5.6,8.45,7.55,4.8,4.85
Slytherin,5,6,10,7,10,4,7,7,0.7042253521126761,0.594059405940594,8.333333333333334,3,6.0,3.5,6.4,5.450000000000001,7.6,7.800000000000001
Hufflepuff,5,4,4,8,7,3,6,3,0.617283950617284,0.9756097560975611,5.333333333333333,4,5.5,1.5,5.6,6.95,4.9750000000000005,4.75
Ravenclaw,7,10,6,5,7,3,6,7,1.3725490196078431,1.639344262295082,6.666666666666667,4,8.5,4.9,6.25,5.35,8.225,6.6499999999999995
Hufflepuff,6,5,6,10,6,3,5,4,0.594059405940594,0.819672131147541,6.0,5,6.0,2.4,6.35,7.1,5.65,5.6
Hufflepuff,6,7,3,9,6,3,8,3,0.6593406593406593,2.258064516129032,5.0,2,7.0,1.8,6.65,8.05,5.999999999999999,4.3500000000000005
Ravenclaw,7,10,9,7,7,1,5,6,0.9859154929577465,1.098901098901099,7.666666666666667,5,9.5,4.2,6.3,5.6000000000000005,9.075,7.9
Ravenclaw,4,10,8,5,7,4,6,4,0.7843137254901962,1.234567901234568,6.333333333333333,4,8.0,1.6,4.75,4.8,8.5,7.35
Gryffindor,10,6,5,7,8,8,10,8,1.4084507042253522,1.1764705882352942,7.666666666666667,0,4.0,8.0,8.85,6.6000000000000005,5.699999999999999,4.95
Ravenclaw,7,9,6,5,5,2,5,4,1.3725490196078431,1.4754098360655739,6.0,5,8.5,2.8,5.3999999999999995,5.25,7.4750000000000005,6.1499999999999995
Slytherin,6,9,9,7,8,4,6,5,0.8450704225352114,0.989010989010989,7.666666666666667,4,7.5,3.0,6.05,5.4,8.425,7.75
Gryffindor,9,7,8,7,7,8,9,10,1.267605633802817,0.8641975308641976,8.0,1,4.5,9.0,8.7,5.750000000000001,6.575,6.15
Ravenclaw,5,10,9,5,4,6,6,4,0.9803921568627452,1.098901098901099,6.0,4,7.0,2.0,5.05,4.3,7.85,6.95
Gryffindor,9,8,8,6,5,6,8,9,1.4754098360655739,0.9876543209876544,7.333333333333333,2,6.0,8.1,7.999999999999999,5.4,6.9,6.050000000000001
Gryffindor,10,7,6,8,8,7,8,7,1.234567901234568,1.1475409836065575,8.0,2,5.0,7.0,8.4,6.45,6.5,5.9
Ravenclaw,6,8,7,6,5,3,7,5,0.9836065573770493,1.1267605633802817,6.0,3,7.5,3.0,6.05,5.8,7.075,5.9
Gryffindor,10,5,5,6,10,9,10,6,1.639344262295082,0.9803921568627452,8.333333333333334,0,3.0,6.0,8.2,6.050000000000001,5.5,5.25
Ravenclaw,7,10,9,7,4,4,5,4,0.9859154929577465,1.098901098901099,6.666666666666667,5,8.0,2.8,5.8999999999999995,5.15,8.1,7.15
Ravenclaw,3,8,7,5,4,3,7,5,0.5882352941176471,1.1267605633802817,4.666666666666667,3,7.5,1.5,4.9,5.3999999999999995,6.875,5.65
Gryffindor,8,4,8,8,9,6,10,9,0.9876543209876544,0.4938271604938272,8.333333333333334,0,4.0,7.2,8.700000000000001,6.7,5.8,5.85
Ravenclaw,3,9,8,6,5,3,8,7,0.49180327868852464,1.1111111111111112,5.333333333333333,2,8.0,2.1,5.800000000000001,5.8500000000000005,7.75,6.25
Ravenclaw,7,8,7,8,8,5,5,6,0.8641975308641976,1.1267605633802817,7.333333333333333,5,6.5,4.2,6.55,5.800000000000001,7.425000000000001,7.049999999999999
Gryffindor,8,8,7,7,10,10,6,10,1.1267605633802817,1.1267605633802817,8.333333333333334,4,4.0,8.0,7.65,4.9,7.2,7.349999999999999
Slytherin,7,9,8,8,8,3,3,7,0.8641975308641976,1.1111111111111112,7.666666666666667,7,8.0,4.9,6.25,5.4,8.35,8.0
Gryffindor,8,8,9,9,7,9,8,7,0.8791208791208791,0.8791208791208791,8.0,2,4.5,5.6,8.05,5.95,7.125,6.9
Gryffindor,10,5,6,9,9,8,9,9,1.098901098901099,0.819672131147541,8.333333333333334,1,3.5,9.0,9.3,6.949999999999999,5.625,5.55
Gryffindor,7,6,6,6,6,6,7,6,1.1475409836065575,0.9836065573770493,6.333333333333333,3,5.0,4.2,6.55,5.55,5.75,5.4
Slytherin,5,6,10,8,8,4,5,7,0.617283950617284,0.594059405940594,7.666666666666667,5,6.0,3.5,6.15,5.35,7.199999999999999,7.7
Ravenclaw,3,8,8,4,8,5,3,4,0.7317073170731708,0.9876543209876544,6.333333333333333,7,6.5,1.2,3.45,3.5,7.625,7.800000000000001
Ravenclaw,6,8,6,7,7,2,7,4,0.8450704225352114,1.3114754098360657,6.333333333333333,3,8.0,2.4,6.1,6.550000000000001,7.4,6.049999999999999
Hufflepuff,5,8,6,9,5,2,9,6,0.5494505494505495,1.3114754098360657,5.333333333333333,1,8.0,3.0,7.2,7.85,7.0,5.1499999999999995
Slytherin,8,8,9,6,10,6,4,5,1.3114754098360657,0.8791208791208791,9.0,6,6.0,4.0,5.9,4.2,8.1,8.45
Gryffindor,7,7,6,6,8,9,7,10,1.1475409836065575,1.1475409836065575,7.0,3,4.0,7.0,7.35,5.1000000000000005,6.25,6.1
Ravenclaw,6,10,9,5,6,1,5,9,1.1764705882352942,1.098901098901099,7.0,5,9.5,5.4,6.1,4.8,8.875,7.65
Gryffindor,7,7,6,9,10,7,9,10,0.7692307692307693,1.1475409836065575,7.666666666666667,1,5.0,7.0,8.6,7.1,6.9,6.2
Ravenclaw,7,8,6,7,5,4,5,5,0.9859154929577465,1.3114754098360657,6.0,5,7.0,3.5,6.1,5.75,6.75,5.949999999999999
Ravenclaw,3,8,9,5,6,2,9,2,0.5882352941176471,0.8791208791208791,6.0,1,8.0,0.6,4.800000000000001,5.65,7.8,6.45
Slytherin,6,9,10,4,9,5,3,5,1.4634146341463417,0.8910891089108911,8.333333333333334,7,7.0,3.0,4.55,3.1,8.700000000000001,8.95
Hufflepuff,4,6,5,9,5,3,6,4,0.43956043956043955,1.1764705882352942,4.666666666666667,4,6.5,1.6,5.75,7.1499999999999995,5.725,5.0
Slytherin,6,8,9,7,9,5,5,8,0.8450704225352114,0.8791208791208791,8.0,5,6.5,4.8,6.4,5.000000000000001,8.025,8.0
Gryffindor,9,7,8,8,7,8,7,8,1.1111111111111112,0.8641975308641976,8.0,3,4.5,7.2,8.049999999999999,5.65,6.575,6.550000000000001
Ravenclaw,5,9,5,9,8,4,6,7,0.5494505494505495,1.7647058823529413,6.0,4,7.5,3.5,6.65,7.0,7.625,6.35
Slytherin,6,5,10,6,7,3,4,6,0.9836065573770493,0.49504950495049505,7.666666666666667,6,6.0,3.6,5.5,4.45,6.65,7.45
Gryffindor,5,5,5,7,10,10,8,7,0.7042253521126761,0.9803921568627452,6.666666666666667,2,2.5,3.5,6.65,5.800000000000001,5.375,5.65
Slytherin,8,7,8,5,8,4,6,5,1.5686274509803924,0.8641975308641976,8.0,4,6.5,4.0,6.15,4.8,7.274999999999999,7.0
Slytherin,7,7,9,6,8,6,6,6,1.1475409836065575,0.7692307692307693,8.0,4,5.5,4.2,6.3,4.7,7.225,7.3500000000000005
Hufflepuff,5,8,4,10,5,3,7,2,0.49504950495049505,1.9512195121951221,4.666666666666667,3,7.5,1.0,6.15,8.0,6.475,4.85
Ravenclaw,3,8,9,8,6,4,7,4,0.3703703703703704,0.8791208791208791,6.0,3,7.0,1.2,5.45,6.050000000000001,7.55,6.85
Gryffindor,9,7,6,7,10,9,9,9,1.267605633802817,1.1475409836065575,8.333333333333334,1,4.0,8.1,8.5,6.000000000000001,6.65,6.2
Ravenclaw,3,10,7,5,4,4,3,6,0.5882352941176471,1.4084507042253522,4.666666666666667,7,8.0,1.8,4.1,4.25,7.7,6.85
Gryffindor,8,6,5,9,9,8,9,10,0.8791208791208791,1.1764705882352942,7.333333333333333,1,4.0,8.0,8.9,7.1499999999999995,5.8999999999999995,5.4
Hufflepuff,4,5,3,10,7,3,8,3,0.39603960396039606,1.6129032258064515,4.666666666666667,2,6.0,1.2,6.300000000000001,8.450000000000001,5.25,4.2
Hufflepuff,6,6,3,8,3,1,7,5,0.7407407407407408,1.9354838709677418,4.0,3,7.5,3.0,6.55,7.7,5.174999999999999,3.6
Hufflepuff,7,8,5,8,6,3,6,4,0.8641975308641976,1.5686274509803924,6.0,4,7.5,2.8,6.3999999999999995,6.75,6.875,5.6499999999999995
Ravenclaw,4,10,6,5,7,7,5,7,0.7843137254901962,1.639344262295082,5.666666666666667,5,6.5,2.8,5.1000000000000005,4.5,7.7250000000000005,6.85
Slytherin,6,7,9,7,7,6,6,7,0.8450704225352114,0.7692307692307693,7.333333333333333,4,5.5,4.2,6.45,5.1000000000000005,7.025,7.1000000000000005
Slytherin,5,8,9,6,9,6,4,8,0.819672131147541,0.8791208791208791,7.666666666666667,6,6.0,4.0,5.6,4.2,7.8999999999999995,8.2
Ravenclaw,3,8,6,6,8,3,5,7,0.49180327868852464,1.3114754098360657,5.666666666666667,5,7.5,2.1,5.05,5.5,7.475,6.699999999999999
Ravenclaw,4,8,7,7,7,5,5,6,0.5633802816901409,1.1267605633802817,6.0,5,6.5,2.4,5.4,5.4,7.2250000000000005,6.799999999999999
Ravenclaw,6,9,8,8,8,4,6,4,0.7407407407407408,1.1111111111111112,7.333333333333333,4,7.5,2.4,6.1,6.0,8.225,7.3999999999999995
Gryffindor,8,5,9,9,6,8,7,9,0.8791208791208791,0.5494505494505495,7.666666666666667,3,3.5,7.2,8.200000000000001,5.85,5.625,6.25
Slytherin,6,9,10,5,10,5,8,5,1.1764705882352942,0.8910891089108911,8.666666666666666,2,7.0,3.0,6.05,4.75,8.9,8.2
Slytherin,5,9,8,7,9,4,6,6,0.7042253521126761,1.1111111111111112,7.333333333333333,4,7.5,3.0,5.95,5.600000000000001,8.425,7.6499999999999995
Gryffindor,8,7,3,8,7,8,8,10,0.9876543209876544,2.258064516129032,6.0,2,4.5,8.0,8.4,6.9,5.575,4.6000000000000005
Hufflepuff,4,7,4,9,4,3,6,4,0.43956043956043955,1.707317073170732,4.0,4,7.0,1.6,5.75,7.35,5.799999999999999,4.6
Hufflepuff,5,5,6,9,5,5,8,4,0.5494505494505495,0.819672131147541,5.333333333333333,2,5.0,2.0,6.55,7.1499999999999995,5.2,4.75
Ravenclaw,3,8,6,6,5,4,5,5,0.49180327868852464,1.3114754098360657,4.666666666666667,5,7.0,1.5,4.65,5.35,6.75,5.949999999999999
Gryffindor,10,5,6,9,5,9,8,10,1.098901098901099,0.819672131147541,7.0,2,3.0,10.0,9.25,6.55,4.7,4.75
Hufflepuff,6,5,4,10,7,2,8,6,0.594059405940594,1.2195121951219514,5.666666666666667,2,6.5,3.6,7.5,8.4,5.575,4.550000000000001
Slytherin,5,7,8,5,6,4,5,6,0.9803921568627452,0.8641975308641976,6.333333333333333,5,6.5,3.0,5.2,4.55,6.874999999999999,6.7
Hufflepuff,7,5,6,10,6,3,7,7,0.6930693069306931,0.819672131147541,6.333333333333333,3,6.0,4.9,7.75,7.6,5.65,5.199999999999999
Slytherin,6,9,10,4,7,6,6,9,1.4634146341463417,0.8910891089108911,7.666666666666667,4,6.5,5.4,6.1,3.7,8.175,7.85
Gryffindor,10,4,5,6,9,6,7,8,1.639344262295082,0.7843137254901962,8.0,3,4.0,8.0,7.85,5.75,5.2,5.4
Gryffindor,9,6,9,9,8,7,7,9,0.989010989010989,0.6593406593406593,8.666666666666666,3,4.5,8.1,8.5,6.0,6.625,6.950000000000001
